rubrik_id (englischer Name);rubrikname (deutscher Name);pfad
517;Glasschleifmaschinen;Glasbearbeitung & Keramikbearbeitung / Glasschleifmaschinen
518;Glasschneidetische;Glasbearbeitung & Keramikbearbeitung / Glasschneidetische
519;Isolierglasherstellungsmaschinen;Glasbearbeitung & Keramikbearbeitung / Isolierglasherstellungsmaschinen
520;Pressen für Glas & Keramik;Glasbearbeitung & Keramikbearbeitung / Pressen für Glas & Keramik
521;Scherbenaufbereitung;Glasbearbeitung & Keramikbearbeitung / Scherbenaufbereitung
681;Sonstige Glasbearbeitung & Keramikbearbeitung;Glasbearbeitung & Keramikbearbeitung / Sonstige Glasbearbeitung & Keramikbearbeitung
522;Tonbearbeitung;Glasbearbeitung & Keramikbearbeitung / Tonbearbeitung
523;Ziegeleimaschinen;Glasbearbeitung & Keramikbearbeitung / Ziegeleimaschinen
156;Abbundanlagen;Holzbearbeitungsmaschinen / Abbundanlagen
1415;Absackfilter;Holzbearbeitungsmaschinen / Absauganlagen / Absackfilter
1414;Absauganlagen (mobil);Holzbearbeitungsmaschinen / Absauganlagen / Absauganlagen (mobil)
1413;Absauganlagen (stationär);Holzbearbeitungsmaschinen / Absauganlagen / Absauganlagen (stationär)
1416;Absaugrohre;Holzbearbeitungsmaschinen / Absauganlagen / Absaugrohre
1417;Entfeuchter;Holzbearbeitungsmaschinen / Absauganlagen / Entfeuchter
1418;Entstauber;Holzbearbeitungsmaschinen / Absauganlagen / Entstauber
2068;Farbnebelabsaugungen;Holzbearbeitungsmaschinen / Absauganlagen / Farbnebelabsaugungen
1593;Luftbefeuchtungsanlagen;Holzbearbeitungsmaschinen / Absauganlagen / Luftbefeuchtungsanlagen
1420;Sonstige Absauganlagen;Holzbearbeitungsmaschinen / Absauganlagen / Sonstige Absauganlagen
1419;Ventilatoren;Holzbearbeitungsmaschinen / Absauganlagen / Ventilatoren
710;Anschläge & Hilfsmittel;Holzbearbeitungsmaschinen / Anschläge & Hilfsmittel
743;Bedienungsanleitungen;Holzbearbeitungsmaschinen / Bedienungsanleitungen
711;Beschneidungsmaschinen;Holzbearbeitungsmaschinen / Beschneidungsmaschinen
922;Astlochbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Astlochbohrmaschinen
923;Beschlagbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Beschlagbohrmaschinen
2080;Durchlaufbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Durchlaufbohrmaschinen
924;Dübelbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Dübelbohrmaschinen
925;Langlochbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Langlochbohrmaschinen
926;Lochreihenbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Lochreihenbohrmaschinen
927;Mehrspindelbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Mehrspindelbohrmaschinen
928;Reihenbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Reihenbohrmaschinen
935;Sonstige Bohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Sonstige Bohrmaschinen
929;Säulenbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Säulenbohrmaschinen
930;Tieflochbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Tieflochbohrmaschinen
931;Tischbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Tischbohrmaschinen
932;Topfbandbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Topfbandbohrmaschinen
933;Universalbohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Universalbohrmaschinen
934;Zubehör & Ersatzteile für Bohrmaschinen;Holzbearbeitungsmaschinen / Bohrmaschinen / Zubehör & Ersatzteile für Bohrmaschinen
162;Bürstmaschinen;Holzbearbeitungsmaschinen / Bürstmaschinen
2077;Aggregate & Winkelgetriebe;Holzbearbeitungsmaschinen / CNC-Bearbeitungszentren für Holz / Aggregate & Winkelgetriebe
2074;Horizontale Bearbeitungszentren mit Durchlauf (Holz);Holzbearbeitungsmaschinen / CNC-Bearbeitungszentren für Holz / Horizontale Bearbeitungszentren mit Durchlauf (Holz)
2075;Horizontale Bearbeitungszentren mit Flachtisch oder Rastertisch (Holz);Holzbearbeitungsmaschinen / CNC-Bearbeitungszentren für Holz / Horizontale Bearbeitungszentren mit Flachtisch oder Rastertisch (Holz)
2076;Horizontale Bearbeitungszentren mit Traversentisch (Holz);Holzbearbeitungsmaschinen / CNC-Bearbeitungszentren für Holz / Horizontale Bearbeitungszentren mit Traversentisch (Holz)
2502;Vertikale Bearbeitungszentren (Holz);Holzbearbeitungsmaschinen / CNC-Bearbeitungszentren für Holz / Vertikale Bearbeitungszentren (Holz)
2078;Werkzeuge für CNC-Bearbeitungszentren (Holz);Holzbearbeitungsmaschinen / CNC-Bearbeitungszentren für Holz / Werkzeuge für CNC-Bearbeitungszentren (Holz)
2079;Zubehör & Ersatzteile für CNC-Bearbeitungszentren (Holz);Holzbearbeitungsmaschinen / CNC-Bearbeitungszentren für Holz / Zubehör & Ersatzteile für CNC-Bearbeitungszentren (Holz)
163;Doppelendprofiler;Holzbearbeitungsmaschinen / Doppelendprofiler
138;Drechselbänke & Drehmaschinen;Holzbearbeitungsmaschinen / Drechselbänke & Drehmaschinen
1086;Beschlagcenter;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Beschlagcenter
1087;Beschlagscheren & Stanzen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Beschlagscheren & Stanzen
1088;Bohr- & Dübeleintreibmaschinen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Bohr- & Dübeleintreibmaschinen
1089;Doppelgehrungssägen für Holzfensterbau;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Doppelgehrungssägen für Holzfensterbau
1090;Dreh- & Kipptische;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Dreh- & Kipptische
1091;Ecklager- & Scherenlagerbohrmaschinen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Ecklager- & Scherenlagerbohrmaschinen
1092;Fein- & Hydrohobelmaschinen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Fein- & Hydrohobelmaschinen
1093;Fensterlackieranlagen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Fensterlackieranlagen
1512;Fensterwerkzeuge;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Fensterwerkzeuge
1094;Gehrungssägen für Holz-Fensterbau;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Gehrungssägen für Holz-Fensterbau
1095;Glasleistensägen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Glasleistensägen
1096;Keilzinkenanlagen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Keilzinkenanlagen
1097;Komplette Produktionslinien;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Komplette Produktionslinien
1098;Lamellierpressen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Lamellierpressen
1099;Lochplattenpressen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Lochplattenpressen
1100;Montagestationen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Montagestationen
1101;Rahmenpressen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Rahmenpressen
1102;Rollenbahnen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Rollenbahnen
1103;Rundbogenfräsgeräte;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Rundbogenfräsgeräte
1104;Schleifmaschinen für Holzfensterbau;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Schleifmaschinen für Holzfensterbau
1111;Sonstige Holz-Fensterbaumaschinen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Sonstige Holz-Fensterbaumaschinen
1105;Topfbandbohrmaschinen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Topfbandbohrmaschinen
1106;Umfälzautomaten;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Umfälzautomaten
1107;Verglasungspressen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Verglasungspressen
1108;Vierseitenhobelmaschinen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Vierseitenhobelmaschinen
1109;Winkelanlagen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Winkelanlagen
1110;Zapfenschneid- & Schlitzmaschinen;Holzbearbeitungsmaschinen / Fensterbaumaschinen / Zapfenschneid- & Schlitzmaschinen
165;Finiermaschinen;Holzbearbeitungsmaschinen / Finiermaschinen
2083;Ausklinkfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Ausklinkfräsen
967;Doppelspindelfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Doppelspindelfräsen
968;Dübelfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Dübelfräsen
969;Formfräsmaschinen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Formfräsmaschinen
970;Kantenfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Kantenfräsen
971;Karussellfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Karussellfräsen
1190;Kettenfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Kettenfräsen
972;Klappladenfräsmaschinen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Klappladenfräsmaschinen
973;Kopieroberfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Kopieroberfräsen
974;Kopierunterfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Kopierunterfräsen
975;Kreuzsprossenfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Kreuzsprossenfräsen
976;Langlochfräsmaschinen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Langlochfräsmaschinen
977;Oberfräsmaschinen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Oberfräsmaschinen
978;Profilfräsmaschinen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Profilfräsmaschinen
979;Rundstabfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Rundstabfräsen
980;Schwenkfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Schwenkfräsen
981;Schwenkspindelfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Schwenkspindelfräsen
987;Sonstige Holzfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Sonstige Holzfräsen
982;Starrfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Starrfräsen
983;Tischfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Tischfräsen
1549;Treppenfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Treppenfräsen
984;Zapfenfräsmaschinen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Zapfenfräsmaschinen
985;Zinkenfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Zinkenfräsen
986;Zubehör & Ersatzteile für Holzfräsen;Holzbearbeitungsmaschinen / Fräsen (Holz) / Zubehör & Ersatzteile für Holzfräsen
1571;Furnierklebemaschinen;Holzbearbeitungsmaschinen / Furnierherstellungsmaschinen / Furnierklebemaschinen
1572;Furniernähmaschinen;Holzbearbeitungsmaschinen / Furnierherstellungsmaschinen / Furniernähmaschinen
1573;Furnierpressen;Holzbearbeitungsmaschinen / Furnierherstellungsmaschinen / Furnierpressen
1575;Furnierscheren;Holzbearbeitungsmaschinen / Furnierherstellungsmaschinen / Furnierscheren
1576;Furnierstanzen;Holzbearbeitungsmaschinen / Furnierherstellungsmaschinen / Furnierstanzen
1574;Furniersägen;Holzbearbeitungsmaschinen / Furnierherstellungsmaschinen / Furniersägen
1577;Furnierzusammensetzmaschinen;Holzbearbeitungsmaschinen / Furnierherstellungsmaschinen / Furnierzusammensetzmaschinen
2081;Leimauftragsmaschinen;Holzbearbeitungsmaschinen / Furnierherstellungsmaschinen / Leimauftragsmaschinen
1578;Sonstige Furnierherstellungsmaschinen;Holzbearbeitungsmaschinen / Furnierherstellungsmaschinen / Sonstige Furnierherstellungsmaschinen
1579;Zubehör & Ersatzteile für Furnierherstellungsmaschinen;Holzbearbeitungsmaschinen / Furnierherstellungsmaschinen / Zubehör & Ersatzteile für Furnierherstellungsmaschinen
139;Förderanlagen;Holzbearbeitungsmaschinen / Förderanlagen
141;Heizungsanlagen;Holzbearbeitungsmaschinen / Heizungsanlagen
854;Abricht- & Dickenhobel kombiniert;Holzbearbeitungsmaschinen / Hobelmaschinen / Abricht- & Dickenhobel kombiniert
855;Abrichthobelmaschinen;Holzbearbeitungsmaschinen / Hobelmaschinen / Abrichthobelmaschinen
